IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,AL022068.1,AL022068.1,UQCRQ,UQCRQ,UQCRQ,UQCRQ,PTTG1,PTTG1,UQCRQ,UQCRQ,UQCRQ,UQCRQ,,,UQCRQ,UQCRQ,SMAP1,SMAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ID4,ID4,LEAP2,LEAP2,LEAP2,LEAP2,GABRB2,GABRB2,LEAP2,LEAP2,LEAP2,LEAP2,,,LEAP2,LEAP2,B3GAT2,B3GAT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,E2F3,E2F3,AFF4,AFF4,AFF4,AFF4,GABRG2,GABRG2,AFF4,AFF4,AFF4,AFF4,,,AFF4,AFF4,OGFRL1,OGFRL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDKAL1,CDKAL1,ZCCHC10,ZCCHC10,ZCCHC10,ZCCHC10,AC113414.1,AC113414.1,ZCCHC10,ZCCHC10,ZCCHC10,ZCCHC10,,,ZCCHC10,ZCCHC10,LINC00472,LINC00472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL513188.1,AL513188.1,HSPA4,HSPA4,HSPA4,HSPA4,CCNG1,CCNG1,HSPA4,HSPA4,HSPA4,HSPA4,,,HSPA4,HSPA4,RIMS1,RIMS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00581,LINC00581,FSTL4,FSTL4,FSTL4,FSTL4,NUDCD2,NUDCD2,FSTL4,FSTL4,FSTL4,FSTL4,,,FSTL4,FSTL4,KCNQ5,KCNQ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX4,SOX4,C5orf15,C5orf15,C5orf15,C5orf15,HMMR,HMMR,C5orf15,C5orf15,C5orf15,C5orf15,,,C5orf15,C5orf15,KHDC1,KHDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CASC15,CASC15,VDAC1,VDAC1,VDAC1,VDAC1,MAT2B,MAT2B,VDAC1,VDAC1,VDAC1,VDAC1,,,VDAC1,VDAC1,AC019205.1,AC019205.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NBAT1,NBAT1,TCF7,TCF7,TCF7,TCF7,AC109466.1,AC109466.1,TCF7,TCF7,TCF7,TCF7,,,TCF7,TCF7,OOEP,OOEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NRSN1,NRSN1,SKP1,SKP1,SKP1,SKP1,AC008415.1,AC008415.1,SKP1,SKP1,SKP1,SKP1,,,SKP1,SKP1,MTO1,MTO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRS2,MRS2,PPP2CA,PPP2CA,PPP2CA,PPP2CA,TENM2,TENM2,PPP2CA,PPP2CA,PPP2CA,PPP2CA,,,PPP2CA,PPP2CA,EEF1A1,EEF1A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPLD1,GPLD1,CDKL3,CDKL3,CDKL3,CDKL3,AC011369.1,AC011369.1,CDKL3,CDKL3,CDKL3,CDKL3,,,CDKL3,CDKL3,SLC17A5,SLC17A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALDH5A1,ALDH5A1,UBE2B,UBE2B,UBE2B,UBE2B,WWC1,WWC1,UBE2B,UBE2B,UBE2B,UBE2B,,,UBE2B,UBE2B,COX7A2,COX7A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIAA0319,KIAA0319,CDKN2AIPNL,CDKN2AIPNL,CDKN2AIPNL,CDKN2AIPNL,RARS,RARS,CDKN2AIPNL,CDKN2AIPNL,CDKN2AIPNL,CDKN2AIPNL,,,CDKN2AIPNL,CDKN2AIPNL,TMEM30A,TMEM30A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TDP2,TDP2,SAR1B,SAR1B,SAR1B,SAR1B,FBLL1,FBLL1,SAR1B,SAR1B,SAR1B,SAR1B,,,SAR1B,SAR1B,FILIP1,FILIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACOT13,ACOT13,SEC24A,SEC24A,SEC24A,SEC24A,PANK3,PANK3,SEC24A,SEC24A,SEC24A,SEC24A,,,SEC24A,SEC24A,SENP6,SENP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C6orf62,C6orf62,CAMLG,CAMLG,CAMLG,CAMLG,SLIT3,SLIT3,CAMLG,CAMLG,CAMLG,CAMLG,,,CAMLG,CAMLG,MYO6,MYO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GMNN,GMNN,DDX46,DDX46,DDX46,DDX46,SPDL1,SPDL1,DDX46,DDX46,DDX46,DDX46,,,DDX46,DDX46,IRAK1BP1,IRAK1BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RIPOR2,RIPOR2,C5orf24,C5orf24,C5orf24,C5orf24,KCNIP1,KCNIP1,C5orf24,C5orf24,C5orf24,C5orf24,,,C5orf24,C5orf24,PHIP,PHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CARMIL1,CARMIL1,TXNDC15,TXNDC15,TXNDC15,TXNDC15,RANBP17,RANBP17,TXNDC15,TXNDC15,TXNDC15,TXNDC15,,,TXNDC15,TXNDC15,HMGN3,HMGN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCGN,SCGN,PCBD2,PCBD2,PCBD2,PCBD2,NPM1,NPM1,PCBD2,PCBD2,PCBD2,PCBD2,,,PCBD2,PCBD2,LCA5,LCA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H1C,HIST1H1C,C5orf66,C5orf66,C5orf66,C5orf66,FBXW11,FBXW11,C5orf66,C5orf66,C5orf66,C5orf66,,,C5orf66,C5orf66,AL391840.3,AL391840.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H4C,HIST1H4C,H2AFY,H2AFY,H2AFY,H2AFY,STK10,STK10,H2AFY,H2AFY,H2AFY,H2AFY,,,H2AFY,H2AFY,SH3BGRL2,SH3BGRL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H2AC,HIST1H2AC,NEUROG1,NEUROG1,NEUROG1,NEUROG1,UBTD2,UBTD2,NEUROG1,NEUROG1,NEUROG1,NEUROG1,,,NEUROG1,NEUROG1,ELOVL4,ELOVL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H1E,HIST1H1E,CXCL14,CXCL14,CXCL14,CXCL14,SH3PXD2B,SH3PXD2B,CXCL14,CXCL14,CXCL14,CXCL14,,,CXCL14,CXCL14,TTK,TTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H2BD,HIST1H2BD,SLC25A48,SLC25A48,SLC25A48,SLC25A48,NEURL1B,NEURL1B,SLC25A48,SLC25A48,SLC25A48,SLC25A48,,,SLC25A48,SLC25A48,BCKDHB,BCKDHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H2BE,HIST1H2BE,SMAD5,SMAD5,SMAD5,SMAD5,DUSP1,DUSP1,SMAD5,SMAD5,SMAD5,SMAD5,,,SMAD5,SMAD5,IBTK,IBTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H3D,HIST1H3D,AC112178.1,AC112178.1,AC112178.1,AC112178.1,ERGIC1,ERGIC1,AC112178.1,AC112178.1,AC112178.1,AC112178.1,,,AC112178.1,AC112178.1,TPBG,TPBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H2AE,HIST1H2AE,SPOCK1,SPOCK1,SPOCK1,SPOCK1,RPL26L1,RPL26L1,SPOCK1,SPOCK1,SPOCK1,SPOCK1,,,SPOCK1,SPOCK1,UBE3D,UBE3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H1D,HIST1H1D,KLHL3,KLHL3,KLHL3,KLHL3,ATP6V0E1,ATP6V0E1,KLHL3,KLHL3,KLHL3,KLHL3,,,KLHL3,KLHL3,DOP1A,DOP1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BTN2A1,BTN2A1,HNRNPA0,HNRNPA0,HNRNPA0,HNRNPA0,CREBRF,CREBRF,HNRNPA0,HNRNPA0,HNRNPA0,HNRNPA0,,,HNRNPA0,HNRNPA0,PGM3,PGM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HMGN4,HMGN4,PKD2L2,PKD2L2,PKD2L2,PKD2L2,BNIP1,BNIP1,PKD2L2,PKD2L2,PKD2L2,PKD2L2,,,PKD2L2,PKD2L2,SNAP91,SNAP91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABT1,ABT1,FAM13B,FAM13B,FAM13B,FAM13B,BOD1,BOD1,FAM13B,FAM13B,FAM13B,FAM13B,,,FAM13B,FAM13B,CYB5R4,CYB5R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF322,ZNF322,NME5,NME5,NME5,NME5,CPEB4,CPEB4,NME5,NME5,NME5,NME5,,,NME5,NME5,CEP162,CEP162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00240,LINC00240,BRD8,BRD8,BRD8,BRD8,NSG2,NSG2,BRD8,BRD8,BRD8,BRD8,,,BRD8,BRD8,SNX14,SNX14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF184,ZNF184,KIF20A,KIF20A,KIF20A,KIF20A,LINC01411,LINC01411,KIF20A,KIF20A,KIF20A,KIF20A,,,KIF20A,KIF20A,SYNCRIP,SYNCRIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL009179.1,AL009179.1,CDC23,CDC23,CDC23,CDC23,SFXN1,SFXN1,CDC23,CDC23,CDC23,CDC23,,,CDC23,CDC23,SNHG5,SNHG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H2BN,HIST1H2BN,CDC25C,CDC25C,CDC25C,CDC25C,CPLX2,CPLX2,CDC25C,CDC25C,CDC25C,CDC25C,,,CDC25C,CDC25C,ZNF292,ZNF292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIST1H1B,HIST1H1B,FAM53C,FAM53C,FAM53C,FAM53C,THOC3,THOC3,FAM53C,FAM53C,FAM53C,FAM53C,,,FAM53C,FAM53C,SMIM8,SMIM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN16-AS1,ZSCAN16-AS1,KDM3B,KDM3B,KDM3B,KDM3B,SIMC1,SIMC1,KDM3B,KDM3B,KDM3B,KDM3B,,,KDM3B,KDM3B,SLC35A1,SLC35A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN16,ZSCAN16,REEP2,REEP2,REEP2,REEP2,KIAA1191,KIAA1191,REEP2,REEP2,REEP2,REEP2,,,REEP2,REEP2,RARS2,RARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZKSCAN8,ZKSCAN8,EGR1,EGR1,EGR1,EGR1,ARL10,ARL10,EGR1,EGR1,EGR1,EGR1,,,EGR1,EGR1,ORC3,ORC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN9,ZSCAN9,ETF1,ETF1,ETF1,ETF1,NOP16,NOP16,ETF1,ETF1,ETF1,ETF1,,,ETF1,ETF1,AKIRIN2,AKIRIN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZKSCAN4,ZKSCAN4,HSPA9,HSPA9,HSPA9,HSPA9,HIGD2A,HIGD2A,HSPA9,HSPA9,HSPA9,HSPA9,,,HSPA9,HSPA9,CNR1,CNR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN26,ZSCAN26,CTNNA1,CTNNA1,CTNNA1,CTNNA1,CLTB,CLTB,CTNNA1,CTNNA1,CTNNA1,CTNNA1,,,CTNNA1,CTNNA1,RNGTT,RNGTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PGBD1,PGBD1,LRRTM2,LRRTM2,LRRTM2,LRRTM2,FAF2,FAF2,LRRTM2,LRRTM2,LRRTM2,LRRTM2,,,LRRTM2,LRRTM2,PNRC1,PNRC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN31,ZSCAN31,SIL1,SIL1,SIL1,SIL1,RNF44,RNF44,SIL1,SIL1,SIL1,SIL1,,,SIL1,SIL1,SRSF12,SRSF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZKSCAN3,ZKSCAN3,AC011405.1,AC011405.1,AC011405.1,AC011405.1,CDHR2,CDHR2,AC011405.1,AC011405.1,AC011405.1,AC011405.1,,,AC011405.1,AC011405.1,PM20D2,PM20D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN12,ZSCAN12,MATR3.1,MATR3.1,MATR3.1,MATR3.1,GPRIN1,GPRIN1,MATR3.1,MATR3.1,MATR3.1,MATR3.1,,,MATR3.1,MATR3.1,UBE2J1,UBE2J1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSCAN23,ZSCAN23,PAIP2,PAIP2,PAIP2,PAIP2,SNCB,SNCB,PAIP2,PAIP2,PAIP2,PAIP2,,,PAIP2,PAIP2,RRAGD,RRAGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZBED9,ZBED9,SPATA24,SPATA24,SPATA24,SPATA24,TSPAN17,TSPAN17,SPATA24,SPATA24,SPATA24,SPATA24,,,SPATA24,SPATA24,ANKRD6,ANKRD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM27,TRIM27,DNAJC18,DNAJC18,DNAJC18,DNAJC18,UNC5A,UNC5A,DNAJC18,DNAJC18,DNAJC18,DNAJC18,,,DNAJC18,DNAJC18,LYRM2,LYRM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GABBR1,GABBR1,UBE2D2,UBE2D2,UBE2D2,UBE2D2,UIMC1,UIMC1,UBE2D2,UBE2D2,UBE2D2,UBE2D2,,,UBE2D2,UBE2D2,MDN1,MDN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HLA-A,HLA-A,CXXC5,CXXC5,CXXC5,CXXC5,ZNF346,ZNF346,CXXC5,CXXC5,CXXC5,CXXC5,,,CXXC5,CXXC5,CASP8AP2,CASP8AP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNRD1,ZNRD1,PSD2,PSD2,PSD2,PSD2,NSD1,NSD1,PSD2,PSD2,PSD2,PSD2,,,PSD2,PSD2,BACH2,BACH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP1R11,PPP1R11,NRG2,NRG2,NRG2,NRG2,RAB24,RAB24,NRG2,NRG2,NRG2,NRG2,,,NRG2,NRG2,MAP3K7,MAP3K7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM26,TRIM26,PURA,PURA,PURA,PURA,MXD3,MXD3,PURA,PURA,PURA,PURA,,,PURA,PURA,EPHA7,EPHA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HCG17,HCG17,CYSTM1,CYSTM1,CYSTM1,CYSTM1,PRELID1,PRELID1,CYSTM1,CYSTM1,CYSTM1,CYSTM1,,,CYSTM1,CYSTM1,AL591519.1,AL591519.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HCG18,HCG18,PFDN1,PFDN1,PFDN1,PFDN1,LMAN2,LMAN2,PFDN1,PFDN1,PFDN1,PFDN1,,,PFDN1,PFDN1,MANEA,MANEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM39,TRIM39,AC008438.1,AC008438.1,AC008438.1,AC008438.1,RGS14,RGS14,AC008438.1,AC008438.1,AC008438.1,AC008438.1,,,AC008438.1,AC008438.1,FUT9,FUT9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPP21,RPP21,ANKHD1,ANKHD1,ANKHD1,ANKHD1,F12,F12,ANKHD1,ANKHD1,ANKHD1,ANKHD1,,,ANKHD1,ANKHD1,UFL1-AS1,UFL1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GNL1,GNL1,SRA1,SRA1,SRA1,SRA1,GRK6,GRK6,SRA1,SRA1,SRA1,SRA1,,,SRA1,SRA1,UFL1,UFL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRR3,PRR3,APBB3,APBB3,APBB3,APBB3,PRR7,PRR7,APBB3,APBB3,APBB3,APBB3,,,APBB3,APBB3,GPR63,GPR63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABCF1,ABCF1,SLC35A4,SLC35A4,SLC35A4,SLC35A4,DBN1,DBN1,SLC35A4,SLC35A4,SLC35A4,SLC35A4,,,SLC35A4,SLC35A4,NDUFAF4,NDUFAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP1R10,PPP1R10,NDUFA2,NDUFA2,NDUFA2,NDUFA2,PDLIM7,PDLIM7,NDUFA2,NDUFA2,NDUFA2,NDUFA2,,,NDUFA2,NDUFA2,KLHL32,KLHL32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPS18B,MRPS18B,IK,IK,IK,IK,DDX41,DDX41,IK,IK,IK,IK,,,IK,IK,MMS22L,MMS22L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATAT1,ATAT1,WDR55,WDR55,WDR55,WDR55,FAM193B,FAM193B,WDR55,WDR55,WDR55,WDR55,,,WDR55,WDR55,AL589740.1,AL589740.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C6orf136,C6orf136,DND1,DND1,DND1,DND1,TMED9,TMED9,DND1,DND1,DND1,DND1,,,DND1,DND1,POU3F2,POU3F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DHX16,DHX16,HARS,HARS,HARS,HARS,B4GALT7,B4GALT7,HARS,HARS,HARS,HARS,,,HARS,HARS,FBXL4,FBXL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP1R18,PPP1R18,HARS2,HARS2,HARS2,HARS2,AC106795.3,AC106795.3,HARS2,HARS2,HARS2,HARS2,,,HARS2,HARS2,FAXC,FAXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NRM,NRM,ZMAT2,ZMAT2,ZMAT2,ZMAT2,FAM153CP,FAM153CP,ZMAT2,ZMAT2,ZMAT2,ZMAT2,,,ZMAT2,ZMAT2,COQ3,COQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MDC1,MDC1,AC005609.5,AC005609.5,AC005609.5,AC005609.5,RMND5B,RMND5B,AC005609.5,AC005609.5,AC005609.5,AC005609.5,,,AC005609.5,AC005609.5,PNISR,PNISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TUBB,TUBB,PCDHA5,PCDHA5,PCDHA5,PCDHA5,NHP2,NHP2,PCDHA5,PCDHA5,PCDHA5,PCDHA5,,,PCDHA5,PCDHA5,USP45,USP45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLOT1,FLOT1,PCDHA9,PCDHA9,PCDHA9,PCDHA9,HNRNPAB,HNRNPAB,PCDHA9,PCDHA9,PCDHA9,PCDHA9,,,PCDHA9,PCDHA9,TSTD3,TSTD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IER3,IER3,PCDHA10,PCDHA10,PCDHA10,PCDHA10,PHYKPL,PHYKPL,PCDHA10,PCDHA10,PCDHA10,PCDHA10,,,PCDHA10,PCDHA10,CCNC,CCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DDR1,DDR1,PCDHA12,PCDHA12,PCDHA12,PCDHA12,CLK4,CLK4,PCDHA12,PCDHA12,PCDHA12,PCDHA12,,,PCDHA12,PCDHA12,ASCC3,ASCC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GTF2H4,GTF2H4,PCDHB2,PCDHB2,PCDHB2,PCDHB2,ZNF354A,ZNF354A,PCDHB2,PCDHB2,PCDHB2,PCDHB2,,,PCDHB2,PCDHB2,GRIK2,GRIK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VARS2,VARS2,AC244517.2,AC244517.2,AC244517.2,AC244517.2,ZNF354B,ZNF354B,AC244517.2,AC244517.2,AC244517.2,AC244517.2,,,AC244517.2,AC244517.2,HACE1,HACE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCHCR1,CCHCR1,AC244517.1,AC244517.1,AC244517.1,AC244517.1,ZFP2,ZFP2,AC244517.1,AC244517.1,AC244517.1,AC244517.1,,,AC244517.1,AC244517.1,LIN28B-AS1,LIN28B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TCF19,TCF19,PCDHB5,PCDHB5,PCDHB5,PCDHB5,ZNF354C,ZNF354C,PCDHB5,PCDHB5,PCDHB5,PCDHB5,,,PCDHB5,PCDHB5,LIN28B,LIN28B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HLA-C,HLA-C,AC244517.11,AC244517.11,AC244517.11,AC244517.11,ADAMTS2,ADAMTS2,AC244517.11,AC244517.11,AC244517.11,AC244517.11,,,AC244517.11,AC244517.11,PREP,PREP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HLA-B,HLA-B,PCDHB16,PCDHB16,PCDHB16,PCDHB16,RUFY1,RUFY1,PCDHB16,PCDHB16,PCDHB16,PCDHB16,,,PCDHB16,PCDHB16,ATG5,ATG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DDX39B,DDX39B,PCDHB9,PCDHB9,PCDHB9,PCDHB9,AC136604.2,AC136604.2,PCDHB9,PCDHB9,PCDHB9,PCDHB9,,,PCDHB9,PCDHB9,CRYBG1,CRYBG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATP6V1G2,ATP6V1G2,PCDHB10,PCDHB10,PCDHB10,PCDHB10,HNRNPH1,HNRNPH1,PCDHB10,PCDHB10,PCDHB10,PCDHB10,,,PCDHB10,PCDHB10,RTN4IP1,RTN4IP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NFKBIL1,NFKBIL1,PCDHB14,PCDHB14,PCDHB14,PCDHB14,CANX,CANX,PCDHB14,PCDHB14,PCDHB14,PCDHB14,,,PCDHB14,PCDHB14,QRSL1,QRSL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRRC2A,PRRC2A,PCDHB15,PCDHB15,PCDHB15,PCDHB15,MAML1,MAML1,PCDHB15,PCDHB15,PCDHB15,PCDHB15,,,PCDHB15,PCDHB15,CD24,CD24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAG6,BAG6,TAF7,TAF7,TAF7,TAF7,MGAT4B,MGAT4B,TAF7,TAF7,TAF7,TAF7,,,TAF7,TAF7,MTRES1,MTRES1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APOM,APOM,PCDHGB6,PCDHGB6,PCDHGB6,PCDHGB6,SQSTM1,SQSTM1,PCDHGB6,PCDHGB6,PCDHGB6,PCDHGB6,,,PCDHGB6,PCDHGB6,BEND3,BEND3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C6orf47,C6orf47,PCDHGA10,PCDHGA10,PCDHGA10,PCDHGA10,MRNIP,MRNIP,PCDHGA10,PCDHGA10,PCDHGA10,PCDHGA10,,,PCDHGA10,PCDHGA10,PDSS2,PDSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPANK1,GPANK1,DIAPH1,DIAPH1,DIAPH1,DIAPH1,AC008393.1,AC008393.1,DIAPH1,DIAPH1,DIAPH1,DIAPH1,,,DIAPH1,DIAPH1,SOBP,SOBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSNK2B,CSNK2B,AC008781.1,AC008781.1,AC008781.1,AC008781.1,TBC1D9B,TBC1D9B,AC008781.1,AC008781.1,AC008781.1,AC008781.1,,,AC008781.1,AC008781.1,SCML4,SCML4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LY6G5B,LY6G5B,HDAC3,HDAC3,HDAC3,HDAC3,RNF130,RNF130,HDAC3,HDAC3,HDAC3,HDAC3,,,HDAC3,HDAC3,SEC63,SEC63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
