IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,ZNF536,CHRDL1,LHX1-DT,,,,CD82,SNTG1,ILF3-DT,PIGB,,,,,WSB1,,,FGD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHST8,UBE2A,LHX1,,,,TSPAN18,ST18,DNASE2,RFX7,,,,,ALDOC,,,KIF21A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FBXO27,AL008633.1,FKBP10,,,,LRP4,XKR4,TPM4,RORA-AS1,,,,,CRLF3,,,CNTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF780A,ZDHHC9,RPL27,,,,C11orf49,AC022679.2,RAB8A,RORA,,,,,RHBDL3,,,CCDC184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AXL,AIFM1,KIF18B,,,,TNKS1BP1,FAM110B,HOMER3,AC012404.1,,,,,LHX1-DT,,,CCDC65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DMAC2,RAB33A,KPNB1,,,,P2RX3,SLCO5A1,POP4,LACTB,,,,,LHX1,,,LIMA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC006213.3,HPRT1,PHB,,,,DTX4,AC079089.1,UBA2,MTFMT,,,,,AATF,,,DIP2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NPAS1,INTS6L,FAM117A,,,,TKFC,KCNB2,AC008555.4,PDCD7,,,,,P3H4,,,SLC11A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL18,SLC9A6,SCPEP1,,,,EEF1G,GDAP1,PSMD8,IGDCC4,,,,,FKBP10,,,ATF7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FTL,FHL1,TEX14,,,,UQCC3,PKIA,SAMD4B,KIF23,,,,,LINC00910,,,AC023509.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC6A16,AL683813.1,DHX40,,,,TMEM179B,ZC2HC1A,HNRNPUL1,ADPGK,,,,,ETV4,,,CALCOCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TEAD2,SPANXA2-OT1,AC080038.1,,,,MACROD1,STMN2,CYTH2,SH3GL3,,,,,MPP2,,,AC076968.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTH2,BCAP31,MRC2,,,,VEGFB,ZNF704,RPS11,NTRK3,,,,,HEXIM2,,,R3HDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC17A7,UTY,KPNA2,,,,ARL2,AC060765.1,C19orf81,MESP1,,,,,MAPT-AS1,,,KIF5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NAT14,,KCTD2,,,,CCDC85B,RALYL,C19orf48,RGS11,,,,,SNX11,,,AC025165.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF787,,FOXJ1,,,,CHKA,PIP4P2,ETFB,PDIA2,,,,,XYLT2,,,SRGAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRAPPC2B,,SNHG16,,,,CCND1,RUNX1T1,ZNF665,TSC2,,,,,AC015813.1,,,AC020611.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF550,,LGALS3BP,,,,AP002336.2,CCNE2,RPS9,SNHG19,,,,,TSPOAP1,,,TRHDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLRT3,,EIF4A3,,,,AP002387.2,NDUFAF6,TTYH1,CASKIN1,,,,,AC007780.1,,,KCNC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNMT3B,,ALYREF,,,,PDE2A,RNF19A,UBE2M,CCNF,,,,,SLC39A11,,,NAV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EYA2,,CENPX,,,,COA4,AC012213.1,FAM110A,ANKS3,,,,,SLC9A3R1,,,PPFIA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM210B,,ADCYAP1,,,,RPS3,RIMS2,AL110114.1,RSL1D1,,,,,FBF1,,,AC069228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TFAP2C,,TGIF1,,,,PAK1,ATAD2,RASSF2,MIR193BHG,,,,,LGALS3BP,,,TMTC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NKAIN4,,ZNF521,,,,TENM4,MTSS1,PLCB1,NPIPA1,,,,,MAFG-DT,,,MGAT4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KCNQ2,,TTR,,,,CTSC,ASAP1,PET117,GDE1,,,,,PYCR1,,,ANKS1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC2A4RG,,MOCOS,,,,SRSF8,TRAPPC9,CFAP61,GPR139,,,,,SLC16A3,,,AC069437.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CECR2,,RPL17,,,,SESN3,MROH1,XRN2,AC005632.3,,,,,EPB41L3,,,SCYL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPL40,,DCC,,,,YAP1,SCRT1,RALY,CDR2,,,,,TMEM241,,,ASCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRK3,,RNF152,,,,DYNC2H1,SMARCA2,ERGIC3,UBFD1,,,,,TTC39C,,,HCFC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZMAT5,,AC090348.1,,,,DDX10,DENND4C,SLC32A1,RBBP6,,,,,ZNF521,,,CHST11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFT27,,AC114689.3,,,,RPS25,ELAVL2,ACOT8,AC008731.1,,,,,AC105114.2,,,SLC41A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MFNG,,RPS15,,,,SLC37A4,RUSC2,PLTP,RABEP2,,,,,TTR,,,WSCD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL3,,OAZ1,,,,HMBS,RECK,LINC01524,AC012645.1,,,,,DTNA,,,SVOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSPO,,GADD45B,,,,DPAGT1,SHB,CDH4,SALL1,,,,,KIAA1328,,,ATXN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHISAL1,,SLC39A3,,,,MCAM,IGFBPL1,PSMA7,PDP2,,,,,LINC00907,,,HECTD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WNT7B,,UHRF1,,,,OAF,FAM189A2,KCNQ2,GFOD2,,,,,LINC01917,,,KSR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELSR1,,RPL36,,,,SPA17,APBA1,PPDPF,MTSS2,,,,,RAB27B,,,TAOK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBL1X,,NDUFA7,,,,ROBO3,MAMDC2,MAPK1,TXNL4B,,,,,AC022031.2,,,SRRM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACOT9,,ZNF558,,,,ATF7IP,RORB,SMARCB1,AC009120.2,,,,,PMAIP1,,,AC084361.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DYNLT3,,ZNF441,,,,MGST1,GNAQ,GUCD1,WDR59,,,,,AC119868.2,,,BICDL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDK16,,JUNB,,,,PLEKHA5,RMI1,CHEK2,VAT1L,,,,,KLF16,,,P2RX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UXT,,IER2,,,,PPFIBP1,DAPK1,CABP7,AC092142.1,,,,,ZNF554,,,VPS37B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRIPAP1,,C19orf53,,,,SINHCAF,SPIN1,UQCR10,MLYCD,,,,,MFSD12,,,DNAH10OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSN,,ASF1B,,,,YARS2,SECISBP2,AL024495.1,FANCA,,,,,STAP2,,,AMER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YIPF6,,NOTCH3,,,,ZCRB1,GADD45G,TOMM22,SPIRE2,,,,,SEMA6B,,,MTMR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HDAC8,,CPAMD8,,,,TUBA1C,NFIL3,SEPTIN3,MC1R,,,,,MYDGF,,,FRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PGK1,,RPL18A,,,,LETMD1,FGD3,RRP7A,SGSM2,,,,,MYO1F,,,DCLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AKAP14,,MPV17L2,,,,NR4A1,AL358232.2,TSPO,ZNF18,,,,,ZNF558,,,TRPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPC3,,UBA52,,,,C12orf10,FANCC,FBLN1,ARHGAP44,,,,,PDE4A,,,LHFPL6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX3,,SUGP2,,,,ATP5MC2,GABBR2,WNT7B,TTC19,,,,,JUNB,,,COG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00894,,ZNF93,,,,CD63,INVS,GTPBP6,PIGL,,,,,CACNA1A,,,ENOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM50A,,ZNF90,,,,RPL41,SLC44A1,ANOS1,FLCN,,,,,SAMD1,,,KLF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TTTY14,,ZNF486,,,,NACA,SUSD1,MID1,TOM1L2,,,,,ADGRL1,,,MYCBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MT-ND5,,AC008554.1,,,,HMGA2,PTBP3,RP2,GID4,,,,,CHERP,,,SLAIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHST8,,,,HMGA2-AS1,KIAA1958,CDK16,FOXO3B,,,,,OCEL1,,,SLITRK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC00665,,,,DYRK2,INIP,UXT,PROCA1,,,,,NR2F6,,,AL162493.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FBXO27,,,,NAP1L1,TNC,WDR13,ACACA,,,,,MRPL34,,,FAM155A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS16,,,,SYT1,ASTN2,SHROOM4,CNTNAP1,,,,,FCHO1,,,SOX1-OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS19,,,,AC090709.1,BRINP1,HSD17B10,EZH1,,,,,ISYNA1,,,AL160314.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF404,,,,AC027288.3,RBM18,COX7B,AC100793.4,,,,,TMEM59L,,,ZFHX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AC006213.3,,,,LIN7A,PBX3,LPAR4,RUNDC3A-AS1,,,,,NR2C2AP,,,JPH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FOSB,,,,SLC6A15,RALGPS1,DRP2,AC008105.3,,,,,FXYD7,,,PRKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SIX5,,,,CEP83,SH2D3C,ARMCX5,LRRC37A,,,,,NPHS1,,,ARHGAP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL18,,,,LTA4H,AK1,RNF113A,ARL17A,,,,,MAP3K10,,,AKAP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FTL,,,,CFAP54,SLC27A4,AKAP14,NSF,,,,,AXL,,,AL136298.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS11,,,,RMST,OLFM1,GPC3,CACNA1G,,,,,LIPE-AS1,,,RALGAPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C19orf81,,,,SLC25A3,AKR1C1,RTL8A,LUC7L3,,,,,CEACAM1,,,LRFN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLEC11A,,,,HSP90B1,CAMK1D,ZNF75D,ANKFN1,,,,,GEMIN7-AS1,,,ATL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPACA6,,,,NFYB,CCDC3,SPANXA2-OT1,MTMR4,,,,,LMTK3,,,SAMD4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS9,,,,RFX4,OPTN,MAMLD1,TUBD1,,,,,PPFIA3,,,PELI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS5,,,,FOXN4,FRMD4A,IDH3G,LRRC37A3,,,,,IRF3,,,RTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ID1,,,,C12orf76,AC044781.1,VBP1,PRKCA-AS1,,,,,SYT3,,,HIF1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AL035071.2,,,,TCTN1,STAM,,SDK2,,,,,C19orf81,,,SYT16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,E2F1,,,,ERP29,MYO3A,,GGA3,,,,,ZNF415,,,AL049869.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RBM12,,,,RPL6,GAD2,,SLC26A11,,,,,PRKCG,,,MAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RBM39,,,,DDX54,AL391839.1,,SLC16A3,,,,,TNNI3,,,FUT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAB5IF,,,,LHX5,PHYHIPL,,FOXK2,,,,,NAT14,,,DCAF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MROH8,,,,LHX5-AS1,JMJD1C,,WDR45B,,,,,ZNF543,,,AL359317.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FAM83D,,,,RPLP0,EIF4EBP2,,FAM210A,,,,,ZNF586,,,SMOC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PLTP,,,,COQ5,MICU1,,CHST9,,,,,SDCBP2-AS1,,,DPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC01524,,,,TPTE2,SAMD8,,ELP2,,,,,AL390198.1,,,NUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RTF2,,,,TNFRSF19,COMTD1,,ZBTB7C,,,,,B4GALT5,,,TMEM63C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TFAP2C,,,,MIPEP,LRMDA,,DYM,,,,,TFAP2C,,,NRXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BMP7,,,,LINC02334,CPEB3,,ONECUT2,,,,,CDH4,,,AC008056.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GATD3B,,,,DNAJC15,LGI1,,DSEL,,,,,LAMA5,,,AC008056.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ADAMTS1,,,,GTF2F2,LCOR,,AC114689.3,,,,,GATD3B,,,FLRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSMG1,,,,EBPL,BLOC1S2,,CCDC102B,,,,,AF165147.1,,,KCNK10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL6A1,,,,SERPINE3,SLF2,,TSHZ1,,,,,MRPL40,,,FOXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MRPL40,,,,PCDH17,BTRC,,C2CD4C,,,,,SGSM1,,,AL356805.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDC45,,,,PIBF1,OGA,,SHC2,,,,,GRK3,,,UNC79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UBE2L3,,,,SPRY2,KCNIP2,,TMEM259,,,,,MIAT,,,AL049840.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GRK3,,,,SLITRK5,PSD,,ONECUT3,,,,,DUSP18,,,TEX22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL3,,,,SOX21,INA,,AC012615.1,,,,,OSBP2,,,GABRB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMDT1,,,,ABCC4,NEURL1,,STAP2,,,,,INPP5J,,,MEIS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC01315,,,,CLYBL,SH3PXD2A,,ZNF557,,,,,SCUBE1,,,TTBK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RRP7A,,,,AL137139.2,SORCS3,,FDX2,,,,,SHISAL1,,,UBR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WNT7B,,,,ZIC2,MXI1,,DNM2,,,,,PRR5,,,TP53BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PPARA,,,,AL138701.2,VTI1A,,CARM1,,,,,FAM118A,,,AC023905.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANOS1,,,,CUL4A,ATRNL1,,LDLR,,,,,WNT7B,,,SPPL2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MID1,,,,RASA3,AC016042.1,,SPC24,,,,,TTC38,,,SCG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PTCHD1-AS,,,,CCNB1IP1,HSPA12A,,HOOK2,,,,,CELSR1,,,UNC13C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACOT9,,,,PRMT5,ENO4,,CC2D1A,,,,,HDAC10,,,HERC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DDX3X,,,,EMC9,SHTN1,,EPS15L1,,,,,AC079142.1,,,MAP2K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KDM6A,,,,AL110292.1,VAX1,,AC008764.8,,,,,FRMPD4,,,CORO2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDK16,,,,G2E3,NANOS1,,MED26,,,,,LINC01456,,,THSD4-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GPKOW,,,,NUBPL,GPR26,,MYO9B,,,,,USP11,,,MYO9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GPR173,,,,KTN1-AS1,CHST15,,NR2F6,,,,,KANTR,,,PARP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MSN,,,,TIMM9,DPYSL4,,BABAM1,,,,,NBDY,,,ISLR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ERCC6L,,,,PRKCH,ADGRA1,,COLGALT1,,,,,MTMR8,,,SCAMP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PGK1,,,,ZFP36L1,CEND1,,UNC13A,,,,,EDA,,,SCAPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL4A6,,,,ACTN1,BRSK2,,PIK3R2,,,,,TAF9B,,,RASGRF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL4A5,,,,ISCA2,RRM1,,SLC25A42,,,,,AKAP14,,,ARNT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL39,,,,IFT43,TMEM41B,,ZNF730,,,,,LINC00894,,,ABHD17C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GPC3,,,,TTC8,SBF2,,URI1,,,,,SLC6A8,,,AP3B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SOX3,,,,LGMN,EIF4G2,,ANKRD27,,,,,TAZ,,,AC012291.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FLNA,,,,FAM181A,KCNC1,,PDCD2L,,,,,LAGE3,,,FBXL16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL10,,,,DICER1-AS1,ZDHHC13,,SPTBN4,,,,,TTTY14,,,CRAMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-ND4L,,,,CLMN,CAT,,TMEM145,,,,,MT-ND2,,,MAPK8IP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-ND5,,,,GLRX5,SLC1A2,,CLASRP,,,,,MT-ND5,,,ABCA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CCDC85C,LRRC4C,,BICRA-AS1,,,,,,,,ADCY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EML1,C11orf96,,ZSWIM9,,,,,,,,ANKS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DLK1,ARHGAP1,,PTH2,,,,,,,,ABAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MOK,CELF1,,ZNF865,,,,,,,,MRTFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TRAF3,PTPRJ,,ZNF550,,,,,,,,BMERB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM121,ASRGL1,,CPXM1,,,,,,,,MARF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MKRN3,RTN3,,LZTS3,,,,,,,,TNRC6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NDN,NRXN2,,GPCPD1,,,,,,,,AC008731.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GJD2,CAPN1,,SLC24A3,,,,,,,,AC012645.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF770,FAM89B,,FAM182B,,,,,,,,ITFG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPRED1,CFL1,,CDK5RAP1,,,,,,,,AC087564.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RASGRP1,MUS81,,EPB41L1,,,,,,,,TOX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC02694,RBM4B,,DSN1,,,,,,,,CHD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC013652.1,C11orf80,,CDH22,,,,,,,,GNAO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF2AK4,SHANK2,,TSHZ2,,,,,,,,KIFC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IVD,C2CD3,,AL109930.1,,,,,,,,MMP15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GCHFR,ARRB1,,GNAS,,,,,,,,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF3J,GDPD5,,U2AF1L5,,,,,,,,ZFP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SORD,EMSY,,HSPA13,,,,,,,,NFAT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DNAAF4,GAB2,,NCAM2,,,,,,,,MTSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TEX9,AMOTL1,,MRPL39,,,,,,,,ZNF821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LACTB,MAML2,,JAM2,,,,,,,,ZFHX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
